"ANO","MES","BERCO","TIPO_INSTALACAO","TERMINAL","PERFIL_CARGA","TIPO_MOVIMENTO","NAVEGACAO","SENTIDO_CARGA","CARGA","TONELADAS","TEUS","UNIDADES"
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,177.57,8,7
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,2898.203,182,91
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,CARNES,183.43,12,6
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,CARNES,686.07,42,21
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,CARNES,232.1,14,7
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,642.37,43,22
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,SUCOS,285.95,18,9
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,2898.203,182,91
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,OUTRAS MERCADORIAS,16.925,2,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,SEM CARGAS,2.2,1,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,ETANOL,91.47,4,4
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,60.19,5,5
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,843.42,35,35
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS QUÍMICOS,9.46,2,2
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS QUÍMICOS,579.77,24,24
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,SEM CARGAS,2.2,1,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,SEM CARGAS,11.4,6,3
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,CELULOSE,47.875,4,2
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,FERTILIZANTES,12.125,1,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,52.813,4,3
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PETRÓLEO E DERIVADOS,127.55,4,4
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,7786.945,785,441
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,103.2,6,6
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,688.038,33,27
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,274.728,21,13
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,18.075,3,2
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,ÓLEO DE ORIGEM VEGETAL,338.638,11,11
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,ENXOFRE,17.0,1,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,ÓLEO DE ORIGEM VEGETAL,35.0,1,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,SEM CARGAS,816.2,371,371
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,SEM CARGAS,11.4,6,3
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,PETRÓLEO E DERIVADOS,16.04,2,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,VEÍCULOS,10.644,2,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,1567.423,135,84
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,PRODUTOS DA INDÚSTRIA QUÍMICA,11.677,1,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,6.52,1,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,FERTILIZANTES,24.128,2,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,7.6,1,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,7.6,1,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,798.363,72,37
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,CARNES,98.375,6,3
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,79.15,6,3
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,SEM CARGAS,83.6,44,22
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,127.2,10,5
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,17.4,2,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,21.85,4,2
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,38.365,7,4
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,1048.647,108,57
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,CARNES,65.838,4,2
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,71.725,4,3
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,62.938,6,3
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,ÓLEO DE ORIGEM VEGETAL,35.513,4,2
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,SEM CARGAS,19.0,10,5
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,70.0,3,2
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,22.414,2,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PETRÓLEO E DERIVADOS,35.0,1,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,92.996,4,4
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,224.924,8,8
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,27.54,2,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,703.509,58,30
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,SEM CARGAS,1048.8,552,276
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,6105.82,428,214
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,GRÃOS E FARELO,567.4,32,28
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,CELULOSE,1904.78,124,62
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS QUÍMICOS,297.62,18,13
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,4209.99,243,175
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,169.25,8,7
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS QUÍMICOS,198.36,10,9
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS QUÍMICOS,920.43,63,40
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,1618.28,67,65
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,AÇÚCAR,70.16,3,3
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,SEM CARGAS,878.0,449,266
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,27.54,2,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,703.509,58,30
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,SEM CARGAS,1048.8,552,276
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,SEM CARGAS,3.8,2,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,2921.88,190,95
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,CARNES,2049.24,122,61
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,CARNES,688.35,42,21
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,CARNES,65.12,4,2
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,125.38,8,4
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,SUCOS,193.61,14,7
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,2954.88,192,96
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,8.97,2,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,SEM CARGAS,3.8,2,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,7333.169,472,236
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,CARNES,4093.67,246,123
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,CARNES,1072.35,66,33
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,CARNES,32.38,2,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,CARNES,64.54,4,2
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,518.68,32,16
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,SUCOS,419.17,28,14
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,7299.649,470,235
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,SEM CARGAS,22.8,12,6
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,16.51,1,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,SEM CARGAS,22.8,12,6
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS QUÍMICOS,99.83,4,4
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,195.7,11,11
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,148.16,6,6
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS QUÍMICOS,17.62,2,2
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS QUÍMICOS,182.89,8,8
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,ÓLEO DE ORIGEM VEGETAL,906.06,31,31
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,ÓLEO DE ORIGEM VEGETAL,179.14,7,7
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,323.298,23,13
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,CELULOSE,173.994,12,6
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,PETRÓLEO E DERIVADOS,48.125,4,2
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,OUTRAS MERCADORIAS,1907.915,140,91
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,PRODUTOS DA INDÚSTRIA QUÍMICA,96.217,10,5
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,PRODUTOS QUÍMICOS,91.215,6,4
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,12.825,2,2
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,GRÃOS E FARELO,3591.71,165,165
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,4709.0,458,241
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS QUÍMICOS,177.75,6,6
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS QUÍMICOS,205.79,22,13
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,376.95,14,14
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS QUÍMICOS,27.22,5,3
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,SUCOS,20.71,1,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,VEÍCULOS,12.55,4,2
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,323.298,23,13
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,31.135,7,4
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,OUTRAS MERCADORIAS,54.366,6,3
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,10.35,2,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,CARNES,32.24,2,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,CARNES,290.95,18,9
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,325.69,28,14
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,SUCOS,152.13,10,5
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,OUTRAS MERCADORIAS,14.651,2,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,12.65,2,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,CARNES,32.23,2,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,183.87,16,8
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,SUCOS,64.32,4,2
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,SUCOS,17.728,2,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,18.06,2,1
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,46.11,2,2
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS QUÍMICOS,37.99,4,2
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS QUÍMICOS,51.52,2,2
"2023","01",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS QUÍMICOS,73.0,3,3
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA REMOCAO,PETRÓLEO E DERIVADOS,99.078,20,10
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA REMOCAO,OUTRAS MERCADORIAS,1156.64,152,76
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA REMOCAO,PRODUTOS DA INDÚSTRIA QUÍMICA,26.979,2,1
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA REMOCAO,SUCOS,28.651,2,1
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA REMOCAO,SAL,169.57,6,6
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA REMOCAO,SEM CARGAS,19.0,10,5
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,OUTRAS MERCADORIAS,372.808,27,18
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,PRODUTOS QUÍMICOS,201.288,13,10
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,SUCOS,189.55,16,8
"2023","01",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,OUTRAS MERCADORIAS,85.1,4,4
"2023","01",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,PRODUTOS DA INDÚSTRIA QUÍMICA,16.49,1,1
"2023","01",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,PRODUTOS QUÍMICOS,497.53,20,20
"2023","01",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,OUTRAS MERCADORIAS,150.0,6,6
"2023","01",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,SAL,100.0,4,4
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,SEM CARGAS,41.8,22,11
"2023","01",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESEMBARQUE,OUTRAS MERCADORIAS,1120.65,48,48
"2023","01",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESEMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,150.0,6,6
"2023","01",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESEMBARQUE,OUTRAS MERCADORIAS,125.0,5,5
"2023","01",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESEMBARQUE,SAL,2018.55,81,81
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESEMBARQUE,SEM CARGAS,553.2,282,170
"2023","01",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,OUTRAS MERCADORIAS,1383.17,58,58
"2023","01",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,20.83,1,1
"2023","01",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,PRODUTOS QUÍMICOS,75.0,3,3
"2023","01",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,OUTRAS MERCADORIAS,207.95,9,9
"2023","01",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,AÇÚCAR,39.62,2,2
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE REMOCAO,PETRÓLEO E DERIVADOS,99.078,20,10
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,1156.64,152,76
"2023","01",BTP III, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE REMOCAO,PRODUTOS DA INDÚSTRIA QUÍMICA,26.979,2,1
