"ANO","MES","BERCO","TIPO_INSTALACAO","TERMINAL","PERFIL_CARGA","TIPO_MOVIMENTO","NAVEGACAO","SENTIDO_CARGA","CARGA","TONELADAS","TEUS","UNIDADES"
"2023","03",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,52.0,8,4
"2023","03",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE TRANSBO,ÓLEO DE ORIGEM VEGETAL,92.27,6,3
"2023","03",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,OUTRAS MERCADORIAS,29.18,2,1
"2023","03",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,CARNES,24.335,2,1
"2023","03",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,SUCOS,48.09,4,2
"2023","03",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,108.893,10,5
"2023","03",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA REMOCAO,SEM CARGAS,39.475,20,10
"2023","03",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,SEM CARGAS,41.8,19,19
"2023","03",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,SEM CARGAS,8.2,4,2
"2023","03",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESEMBARQUE,SEM CARGAS,87.4,46,23
"2023","03",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,OUTRAS MERCADORIAS,5.68,1,1
"2023","03",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,SEM CARGAS,16.2,8,4
"2023","03",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE REMOCAO,SEM CARGAS,39.475,20,10
"2023","03",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,120.995,12,6
"2023","03",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,75.01,7,4
"2023","03",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE TRANSBO,SEM CARGAS,8.0,4,2
"2023","03",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,SUCOS,14.338,2,1
"2023","03",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,SEM CARGAS,121.6,64,32
"2023","03",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESEMBARQUE,SEM CARGAS,338.2,178,89
"2023","03",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE TRANSBO,SUCOS,28.158,2,1
"2023","03",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESEMBARQUE,SEM CARGAS,17.4,9,5
"2023","03",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,9.45,1,1
"2023","03",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESCARGA TRANSBO,PRODUTOS QUÍMICOS,62.42,6,6
"2023","03",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,DESEMBARQUE,SEM CARGAS,34.9,13,13
"2023","03",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,69.01,3,3
"2023","03",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,PRODUTOS QUÍMICOS,200.0,8,8
"2023","03",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,PRODUTOS QUÍMICOS,123.72,5,5
"2023","03",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,ÓLEO DE ORIGEM VEGETAL,75.0,3,3
"2023","03",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,ÓLEO DE ORIGEM VEGETAL,25.0,1,1
"2023","03",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE,SEM CARGAS,22.0,10,10
"2023","03",BTP I, ,BRASIL TERMINAL ,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE TRANSBO,PETRÓLEO E DERIVADOS,44.38,2,2
"2023","03",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,150.0,6,6
"2023","03",TECON I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,CABOTAGEM,EMBARQUE TRANSBO,PRODUTOS QUÍMICOS,125.78,6,6
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,23.577,3,2
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,OUTRAS MERCADORIAS,845.63,74,58
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,"COMBUSTÍVEIS, ÓLEOS E PRODUTOS M",113.76,5,5
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,OUTRAS MERCADORIAS,167.97,8,8
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,SEM CARGAS,215.51,100,100
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,CELULOSE,7.79,1,1
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,FERTILIZANTES,14.91,1,1
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,2523.294,185,156
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,48.65,2,2
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,1063.35,54,50
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,510.647,23,23
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,ÓLEO DE ORIGEM VEGETAL,93.084,4,4
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,23.577,3,2
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,71.94,6,4
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,PRODUTOS DA INDÚSTRIA QUÍMICA,6.0,1,1
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,112.58,5,5
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,OUTRAS MERCADORIAS,13.61,2,1
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,316.747,56,28
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,OUTRAS MERCADORIAS,3449.043,444,222
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,PRODUTOS QUÍMICOS,50.12,4,2
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,OUTRAS MERCADORIAS,17.77,2,1
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,CARNES,33.59,2,1
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PETRÓLEO E DERIVADOS,29.73,2,1
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,60.53,4,2
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,8170.904,786,393
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,259.524,18,9
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,176.384,14,7
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,336.77,24,12
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,128.63,10,5
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,SEM CARGAS,112.39,60,30
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,316.747,56,28
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,10.86,4,2
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,PRODUTOS QUÍMICOS,12.72,2,1
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,SEM CARGAS,8.67,3,3
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,SEM CARGAS,2.2,1,1
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,OUTRAS MERCADORIAS,63.791,8,6
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,72.34,8,4
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,50.0,2,2
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,25.0,1,1
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,PRODUTOS QUÍMICOS,100.0,4,4
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,150.0,6,6
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,295.19,12,12
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,25.0,1,1
"2023","03",TECON II, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,PRODUTOS DA INDÚSTRIA QUÍMICA,121.81,5,5
"2023","03",TEV I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,SEM CARGAS,14.7,2,1
"2023","03",TEV I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,SEM CARGAS,199.647,46,23
"2023","03",TEV I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,SEM CARGAS,48.4,12,6
"2023","03",TEV I, ,SANTOS BRASIL - ,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,SEM CARGAS,14.0,7,7
"2023","03",EPORT III, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,SEM CARGAS,1082.4,328,164
"2023","03",EPORT III, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,SEM CARGAS,6.6,2,1
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,45.989,6,3
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,SEM CARGAS,628.839,344,172
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,OUTRAS MERCADORIAS,13.492,2,2
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PETRÓLEO E DERIVADOS,361.025,16,16
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,2647.981,273,184
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,123.341,8,8
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,272.904,16,14
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,655.453,37,33
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,4.878,2,1
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,ÓLEO DE ORIGEM VEGETAL,21.4,1,1
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,FERTILIZANTES,66.046,6,3
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,SEM CARGAS,8.18,4,3
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,331.56,18,16
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,45.989,6,3
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,SEM CARGAS,628.839,344,172
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,76.686,9,5
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,238.568,24,12
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,CELULOSE,24.48,2,1
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,92.41,8,4
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,5740.325,622,311
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,32.997,4,2
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,284.598,24,12
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,214.994,22,11
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,19.956,2,1
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,AÇÚCAR,24.539,2,1
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,FERTILIZANTES,95.45,8,4
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,55.24,12,6
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS QUÍMICOS,55.4,6,3
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,238.568,24,12
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,SEM CARGAS,5.0,2,1
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,96.999,12,6
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,SEM CARGAS,5.0,2,1
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,150.8,10,5
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,SEM CARGAS,68.2,30,30
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,171.61,6,6
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,61.451,8,4
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,GÁS DE PETRÓLEO,19.75,1,1
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,24.2,1,1
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PETRÓLEO E DERIVADOS,15.4,1,1
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,OUTRAS MERCADORIAS,530.299,22,22
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,369.8,17,17
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,PRODUTOS QUÍMICOS,1172.058,47,47
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,"COMBUSTÍVEIS, ÓLEOS E PRODUTOS M",54.486,2,2
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,ÓLEO DE ORIGEM VEGETAL,125.33,5,5
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,OUTRAS MERCADORIAS,62.26,3,3
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,GRÃOS E FARELO,470.62,22,22
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,CELULOSE,59.35,4,2
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,1375.09,64,62
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS DA INDÚSTRIA QUÍMICA,19.56,1,1
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,PRODUTOS QUÍMICOS,156.81,7,7
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,1034.12,41,41
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,SEM CARGAS,357.515,169,150
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,574.715,27,20
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,133.57,6,6
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,SEM CARGAS,330.9,159,93
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,SEM CARGAS,20.61,8,4
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,107.941,10,5
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,SEM CARGAS,436.305,224,112
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,OUTRAS MERCADORIAS,29.82,2,1
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,ÓLEO DE ORIGEM VEGETAL,59.74,4,2
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,2519.27,178,89
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,GRÃOS E FARELO,2104.94,144,72
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,CELULOSE,4489.49,304,152
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,OUTRAS MERCADORIAS,3201.76,250,125
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,VEÍCULOS,130.22,24,12
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,GRÃOS E FARELO,1224.89,78,39
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,SEM CARGAS,2206.505,1186,593
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,OUTRAS MERCADORIAS,107.941,10,5
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE REMOCAO,SEM CARGAS,436.305,224,112
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,OUTRAS MERCADORIAS,664.885,48,24
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE TRANSBO,SEM CARGAS,853.76,424,212
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,OUTRAS MERCADORIAS,979.172,62,31
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA REMOCAO,SEM CARGAS,14.63,6,3
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,CARNES,64.5,4,2
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESCARGA TRANSBO,OUTRAS MERCADORIAS,33.7,2,1
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,DESEMBARQUE,SEM CARGAS,107.6,44,22
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,CARNES,1188.25,72,36
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,CARNES,1335.86,82,41
"2023","03",EPORT I, ,EMBRAPORT - TPF,CARGA CONTEINERIZADA, ,LONGO CURSO,EMBARQUE,CARNES,453.97,28,14
